Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
BISHAN PARK CONDOMINIUM,"1,588,800","1,528.49","1,039",13 Oct 2020,22 SIN MING WALK #10-01,Resale,Strata,142,"11,189",-,Condominium,1,99 yrs from 01/03/1991,1994,Private,575571,20,57,Central Region,Bishan
MOUNT SOPHIA SUITES,"950,000",559.73,"1,697",13 Oct 2020,95 SOPHIA ROAD #05-04,Resale,Strata,52,"18,269",-,Apartment,1,Freehold,2010,Private,228163,09,22,Central Region,Rochor
THE RIVERVALE,"930,000","1,313.21",708,13 Oct 2020,7 RIVERVALE LINK #13-47,Resale,Strata,122,"7,623",-,Executive Condominium,1,99 yrs from 18/12/1997,2000,HDB,545125,19,54,North East Region,Sengkang
THOMSON 800,"2,360,000","1,625.36","1,452",13 Oct 2020,806 THOMSON ROAD #09-14,Resale,Strata,151,"15,629",-,Condominium,1,Freehold,1999,Private,298189,11,29,Central Region,Toa Payoh
THE SUMMIT,"1,485,000","1,248.62","1,189",13 Oct 2020,459 UPPER EAST COAST ROAD #04-03,Resale,Strata,116,"12,802",-,Condominium,1,Freehold,1992,Private,466504,16,46,East Region,Bedok
RIVERSAILS,"1,250,000","1,184.04","1,056",13 Oct 2020,8 UPPER SERANGOON CRESCENT #16-18,Resale,Strata,110,"11,364",-,Condominium,1,99 yrs from 07/12/2011,2016,HDB,534032,19,53,North East Region,Hougang
N.A.,"5,900,000","4,377.72","1,348",13 Oct 2020,101 WHITLEY ROAD,Resale,Land,406.7,"14,507",-,Semi-Detached House,1,Freehold,-,Private,297805,11,29,Central Region,Novena
N.A.,"6,000,000","4,811.51","1,247",13 Oct 2020,103 WHITLEY ROAD,Resale,Land,447,"13,423",-,Semi-Detached House,1,Freehold,-,Private,297806,11,29,Central Region,Novena
JADESCAPE,"1,359,000",764.24,"1,778",13 Oct 2020,10 SHUNFU ROAD #03-35,New Sale,Strata,71,"19,141",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,Private,575746,20,57,Central Region,Bishan
THE TRE VER,"1,709,000","1,097.93","1,557",13 Oct 2020,64 POTONG PASIR AVENUE 1 #04-22,New Sale,Strata,102,"16,755",-,Condominium,1,99 yrs from 27/03/2018,Uncompleted,N.A,358393,13,35,Central Region,Toa Payoh
STIRLING RESIDENCES,"1,309,000",656.6,"1,994",13 Oct 2020,23 STIRLING ROAD #39-20,New Sale,Strata,61,"21,459",-,Apartment,1,99 yrs from 18/08/2017,Uncompleted,HDB,148961,03,14,Central Region,Queenstown
THE WOODLEIGH RESIDENCES,"1,370,000",667.37,"2,053",13 Oct 2020,21 BIDADARI PARK DRIVE #12-28,New Sale,Strata,62,"22,097",-,Apartment,1,99 yrs from 18/09/2017,Uncompleted,N.A,367795,13,36,Central Region,Toa Payoh
THE WOODLEIGH RESIDENCES,"1,898,000",958,"1,981",13 Oct 2020,31 BIDADARI PARK DRIVE #06-55,New Sale,Strata,89,"21,326",-,Apartment,1,99 yrs from 18/09/2017,Uncompleted,Private,367800,13,36,Central Region,Toa Payoh
DAINTREE RESIDENCE,"1,820,890","1,119.46","1,627",13 Oct 2020,11K TOH TUCK ROAD #04-54,New Sale,Strata,104,"17,509",-,Condominium,1,99 yrs from 17/07/2017,Uncompleted,Private,596132,21,59,Central Region,Bukit Timah
WHISTLER GRAND,"1,054,400",688.9,"1,531",13 Oct 2020,107 WEST COAST VALE #36-11,New Sale,Strata,64,"16,475",-,Apartment,1,99 yrs from 07/05/2018,Uncompleted,N.A,126751,05,12,West Region,Clementi
PETIT JERVOIS,"2,196,000",839.59,"2,616",13 Oct 2020,33 JERVOIS ROAD #03-03,New Sale,Strata,78,"28,154",-,Apartment,1,Freehold,Uncompleted,Private,247657,10,24,Central Region,Tanglin
REZI 24,"1,562,200","1,001.05","1,561",13 Oct 2020,39 LORONG 24 GEYLANG #05-13,New Sale,Strata,93,"16,798",-,Apartment,1,Freehold,Uncompleted,HDB,398636,14,39,Central Region,Geylang
VIEW AT KISMIS,"1,229,000",699.66,"1,757",13 Oct 2020,21 LORONG KISMIS #03-23,New Sale,Strata,65,"18,908",-,Apartment,1,99 yrs from 31/05/2019,Uncompleted,N.A,596187,21,59,Central Region,Bukit Timah
TREASURE AT TAMPINES,"1,619,000","1,237.86","1,308",13 Oct 2020,41 TAMPINES LANE #07-139,New Sale,Strata,115,"14,078",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,Private,528465,18,52,East Region,Tampines
MIDWOOD,"786,600",484.38,"1,624",13 Oct 2020,10 HILLVIEW RISE #05-16,New Sale,Strata,45,"17,480",-,Condominium,1,99 yrs from 01/10/2018,Uncompleted,N.A,667972,23,66,West Region,Bukit Batok
MIDWOOD,"801,400",484.38,"1,654",13 Oct 2020,10 HILLVIEW RISE #10-16,New Sale,Strata,45,"17,809",-,Condominium,1,99 yrs from 01/10/2018,Uncompleted,HDB,667972,23,66,West Region,Bukit Batok
YISHUN SAPPHIRE,"1,060,000","1,356.26",782,13 Oct 2020,48 CANBERRA DRIVE #13-16,Resale,Strata,126,"8,413",-,Condominium,1,99 yrs from 16/02/1998,2001,Private,768437,27,76,North Region,Yishun
TREE HOUSE,"1,370,000","1,248.62","1,097",13 Oct 2020,66 CHESTNUT AVENUE #22-14,Resale,Strata,116,"11,810",-,Condominium,1,99 yrs from 23/11/2009,2013,HDB,679520,23,67,West Region,Bukit Panjang
JEWEL @ BUANGKOK,"1,438,000","1,108.69","1,297",13 Oct 2020,83 COMPASSVALE BOW #07-07,Resale,Strata,103,"13,961",-,Condominium,1,99 yrs from 12/09/2012,2016,HDB,544684,19,54,North East Region,Sengkang
EASTWOOD GREEN,"1,070,000","1,173.28",912,13 Oct 2020,10 EASTWOOD ROAD #04-07,Resale,Strata,109,"9,817",-,Condominium,1,99 yrs from 20/06/1995,1998,Private,486364,16,48,East Region,Bedok
RIVERTREES RESIDENCES,"1,390,000","1,119.46","1,242",13 Oct 2020,23 FERNVALE CLOSE #19-08,Resale,Strata,104,"13,365",-,Apartment,1,99 yrs from 28/08/2013,2017,HDB,797461,28,79,North East Region,Sengkang
BOONVIEW,"1,750,000","1,291.68","1,355",13 Oct 2020,1 MARYMOUNT TERRACE #13-06,Resale,Strata,120,"14,583",-,Condominium,1,Freehold,2003,Private,574036,20,57,Central Region,Bishan
CHANGI RISE CONDOMINIUM,"1,250,000","1,496.2",835,13 Oct 2020,18 SIMEI RISE #07-43,Resale,Strata,139,"8,993",-,Condominium,1,99 yrs from 29/11/2000,2004,Private,528808,18,52,East Region,Tampines
RIDGEVALE GARDENS,"3,550,000","2,376.69","1,494",13 Oct 2020,24 UPPER BUKIT TIMAH VIEW,Resale,Land,220.8,"16,078",-,Semi-Detached House,1,Freehold,1996,Private,588149,21,58,Central Region,Bukit Timah
HERON BAY,"770,000",775.01,994,13 Oct 2020,53 UPPER SERANGOON VIEW #13-06,Resale,Strata,72,"10,694",-,Executive Condominium,1,99 yrs from 04/06/2012,2015,Private,534019,19,53,North East Region,Hougang
RAJAH TOWERS,"2,300,000","2,206.62","1,042",13 Oct 2020,32 JALAN RAJAH #24-01,Resale,Strata,205,"11,220",-,Apartment,1,Freehold,1983,Private,329141,12,32,Central Region,Novena
MARINA ONE RESIDENCES,"3,922,380","1,582.31","2,479",13 Oct 2020,23 MARINA WAY #14-28,Resale,Strata,147,"26,683",-,Apartment,1,99 yrs from 01/07/2011,2017,Private,018979,01,01,Central Region,Downtown Core
BOTANIQUE AT BARTLEY,"1,610,000","1,130.22","1,425",13 Oct 2020,227 UPPER PAYA LEBAR ROAD #17-15,Resale,Strata,105,"15,333",-,Condominium,1,99 yrs from 14/04/2014,2019,Private,533872,19,53,North East Region,Serangoon
CENTRO RESIDENCES,"1,370,000",904.18,"1,515",13 Oct 2020,59 ANG MO KIO AVENUE 8 #29-05,Resale,Strata,84,"16,310",-,Condominium,1,99 yrs from 11/12/2007,2014,Private,567752,20,56,North East Region,Ang Mo Kio
THE BALE,"2,090,000","1,872.94","1,116",13 Oct 2020,10 LORONG H TELOK KURAU #05-05,Resale,Strata,174,"12,011",-,Apartment,1,Freehold,2008,Private,425993,15,42,East Region,Bedok
MARINA ONE RESIDENCES,"1,812,087",764.24,"2,371",13 Oct 2020,23 MARINA WAY #32-30,Resale,Strata,71,"25,522",-,Apartment,1,99 yrs from 01/07/2011,2017,HDB,018979,01,01,Central Region,Downtown Core
THE SHAUGHNESSY,"1,455,000","3,304.55",440,13 Oct 2020,44 MILTONIA CLOSE,Resale,Strata,307,"4,739",-,Terrace House,1,99 yrs from 19/03/2001,2006,Private,768208,27,76,North Region,Yishun
DOVER PARKVIEW,"1,090,000","1,323.97",823,13 Oct 2020,32 DOVER RISE #01-12,Resale,Strata,123,"8,862",-,Condominium,1,99 yrs from 01/12/1993,1997,HDB,138686,05,13,Central Region,Queenstown
SIMSVILLE,"1,018,000",979.52,"1,039",13 Oct 2020,6 GEYLANG EAST AVENUE 2 #05-08,Resale,Strata,91,"11,187",-,Condominium,1,99 yrs from 01/12/1994,1998,Private,389756,14,38,Central Region,Geylang
N.A.,"3,900,000","1,764.22","2,211",13 Oct 2020,56 CEYLON ROAD,Resale,Land,163.9,"23,795",-,Terrace House,1,Freehold,1952,Private,429641,15,42,Central Region,Marine Parade
SPRING GROVE,"1,630,000","1,011.82","1,611",13 Oct 2020,53 GRANGE ROAD #12-08,Resale,Strata,94,"17,340",-,Condominium,1,99 yrs from 01/12/1991,1996,HDB,249565,10,24,Central Region,Tanglin
8 @ MOUNT SOPHIA,"2,050,000","1,442.38","1,421",13 Oct 2020,10 MOUNT SOPHIA #04-26,Resale,Strata,134,"15,299",-,Condominium,1,103 yrs from 28/11/2002,2007,Private,228459,09,22,Central Region,Rochor
LUMA,"2,085,000","1,173.28","1,777",13 Oct 2020,6 RIVER VALLEY GROVE #24-03,Resale,Strata,109,"19,128",-,Apartment,1,Freehold,2011,Private,238403,09,23,Central Region,River Valley
CARISSA PARK CONDOMINIUM,"1,000,000","1,334.74",749,13 Oct 2020,2 FLORA DRIVE #01-48,Resale,Strata,124,"8,065",-,Condominium,1,Freehold,2001,Private,507025,17,50,East Region,Pasir Ris
ARC AT TAMPINES,"960,000","1,065.64",901,13 Oct 2020,17 TAMPINES AVENUE 8 #04-27,Resale,Strata,99,"9,697",-,Executive Condominium,1,99 yrs from 22/02/2011,2014,HDB,529602,18,52,East Region,Tampines
THE FLORAVALE,"838,000","1,313.21",638,13 Oct 2020,222 WESTWOOD AVENUE #05-11,Resale,Strata,122,"6,869",-,Executive Condominium,1,99 yrs from 16/12/1997,2000,Private,648355,22,64,West Region,Jurong West
THE JADE,"1,668,000","1,614.6","1,033",13 Oct 2020,9 BUKIT BATOK CENTRAL LINK #27-02,Resale,Strata,150,"11,120",-,Condominium,1,99 yrs from 02/10/2001,2004,Private,658074,23,65,West Region,Bukit Batok
EIGHT COURTYARDS,"815,000",861.12,946,13 Oct 2020,16 CANBERRA DRIVE #02-36,Resale,Strata,80,"10,188",-,Condominium,1,99 yrs from 20/09/2010,2014,HDB,768097,27,76,North Region,Yishun
THE GALE,"1,600,000","1,636.13",978,13 Oct 2020,64 FLORA ROAD #03-08,Resale,Strata,152,"10,526",-,Condominium,1,Freehold,2013,Private,506911,17,50,East Region,Pasir Ris
SELETAR HILLS ESTATE,"3,500,000","2,160.33","1,620",13 Oct 2020,51 JALAN KETUMBIT,Resale,Land,200.7,"17,439",-,Terrace House,1,999 yrs from 01/01/1879,-,Private,808904,28,80,North East Region,Serangoon
DOUBLE BAY RESIDENCES,"1,350,000","1,270.15","1,063",13 Oct 2020,19A SIMEI STREET 4 #12-24,Resale,Strata,118,"11,441",-,Condominium,1,99 yrs from 07/04/2008,2012,HDB,529886,18,52,East Region,Tampines
WATERCOLOURS,"850,000",958,887,13 Oct 2020,21 PASIR RIS LINK #11-02,Resale,Strata,89,"9,551",-,Executive Condominium,1,99 yrs from 10/01/2012,2014,Private,518168,18,51,East Region,Pasir Ris
AFFINITY AT SERANGOON,"800,000",473.62,"1,689",13 Oct 2020,30 SERANGOON NORTH AVENUE 1 #03-68,New Sale,Strata,44,"18,182",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,N.A,554342,19,55,North East Region,Serangoon
MAYFAIR GARDENS,"1,573,000",839.59,"1,874",13 Oct 2020,10 RIFLE RANGE ROAD #05-20,New Sale,Strata,78,"20,167",-,Condominium,1,99 yrs from 26/09/2018,Uncompleted,Private,588377,21,58,Central Region,Bukit Timah
LOYANG VILLAS,"1,500,000","1,644.74",912,13 Oct 2020,387 LOYANG RISE,Resale,Land,152.8,"9,817",-,Terrace House,1,99 yrs from 01/05/1993,1996,HDB,507275,17,50,East Region,Pasir Ris
SELETAR SPRINGS CONDOMINIUM,"760,000",979.52,776,13 Oct 2020,108 GERALD DRIVE #02-33,Resale,Strata,91,"8,352",-,Condominium,1,99 yrs from 12/08/1997,2000,Private,799035,28,79,North East Region,Hougang
NOMA,"1,017,968",613.55,"1,659",13 Oct 2020,333 GUILLEMARD ROAD #05-05,New Sale,Strata,57,"17,859",-,Apartment,1,Freehold,Uncompleted,N.A,399758,14,39,Central Region,Geylang
JADESCAPE,"1,399,000",764.24,"1,831",14 Oct 2020,2 SHUNFU ROAD #18-01,New Sale,Strata,71,"19,704",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,N.A,575742,20,57,Central Region,Bishan
JADESCAPE,"1,408,000",764.24,"1,842",14 Oct 2020,2 SHUNFU ROAD #20-01,New Sale,Strata,71,"19,831",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,HDB,575742,20,57,Central Region,Bishan
BUKIT 828,"2,044,000","1,334.74","1,531",14 Oct 2020,828 UPPER BUKIT TIMAH ROAD #06-06,New Sale,Strata,124,"16,484",-,Apartment,1,Freehold,Uncompleted,Private,678155,23,67,West Region,Bukit Panjang
THE TRE VER,"1,691,000","1,011.82","1,671",14 Oct 2020,68 POTONG PASIR AVENUE 1 #20-38,New Sale,Strata,94,"17,989",-,Condominium,1,99 yrs from 27/03/2018,Uncompleted,N.A,358395,13,35,Central Region,Toa Payoh
THE WOODLEIGH RESIDENCES,"1,380,000",667.37,"2,068",14 Oct 2020,21 BIDADARI PARK DRIVE #13-28,New Sale,Strata,62,"22,258",-,Apartment,1,99 yrs from 18/09/2017,Uncompleted,Private,367795,13,36,Central Region,Toa Payoh
THE GARDEN RESIDENCES,"1,704,900","1,119.46","1,523",14 Oct 2020,3 SERANGOON NORTH VIEW #06-22,New Sale,Strata,104,"16,393",-,Apartment,1,99 yrs from 30/10/2017,Uncompleted,N.A,554344,19,55,North East Region,Serangoon
PARC ESTA,"848,000",419.8,"2,020",14 Oct 2020,900 SIMS AVENUE #16-06,New Sale,Strata,39,"21,744",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,HDB,408966,14,40,Central Region,Geylang
THE ESSENCE,"1,085,600",904.18,"1,201",14 Oct 2020,1 CHONG KUO ROAD #05-06,New Sale,Strata,84,"12,924",-,Apartment,1,99 yrs from 04/05/2018,Uncompleted,HDB,779830,26,77,North Region,Yishun
REZI 24,"738,500",452.09,"1,634",14 Oct 2020,39 LORONG 24 GEYLANG #07-14,New Sale,Strata,42,"17,583",-,Apartment,1,Freehold,Uncompleted,Private,398636,14,39,Central Region,Geylang
SENGKANG GRAND RESIDENCES,"1,160,800",678.13,"1,712",14 Oct 2020,80 COMPASSVALE BOW #06-35,New Sale,Strata,63,"18,425",-,Apartment,1,99 yrs from 13/11/2018,Uncompleted,HDB,544570,19,54,North East Region,Sengkang
MIDWOOD,"1,549,600",990.29,"1,565",14 Oct 2020,8 HILLVIEW RISE #10-03,New Sale,Strata,92,"16,843",-,Condominium,1,99 yrs from 01/10/2018,Uncompleted,N.A,667971,23,66,West Region,Bukit Batok
THE M,"2,500,000","1,011.82","2,471",14 Oct 2020,30 MIDDLE ROAD #20-02,New Sale,Strata,94,"26,596",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,188940,07,18,Central Region,Downtown Core
THE M,"2,500,000",904.18,"2,765",14 Oct 2020,30 MIDDLE ROAD #18-02,New Sale,Strata,84,"29,762",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,188940,07,18,Central Region,Downtown Core
THE M,"2,500,000",904.18,"2,765",14 Oct 2020,30 MIDDLE ROAD #16-02,New Sale,Strata,84,"29,762",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,188940,07,18,Central Region,Downtown Core
THE M,"2,500,000",904.18,"2,765",14 Oct 2020,30 MIDDLE ROAD #17-02,New Sale,Strata,84,"29,762",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,188940,07,18,Central Region,Downtown Core
LEEDON GREEN,"2,197,600",818.06,"2,686",14 Oct 2020,32 LEEDON HEIGHTS #06-30,New Sale,Strata,76,"28,916",-,Condominium,1,Freehold,Uncompleted,Private,266075,10,26,Central Region,Bukit Timah
THE CANOPY,"990,000","1,194.8",829,14 Oct 2020,77 YISHUN AVENUE 11 #08-17,Resale,Strata,111,"8,919",-,Executive Condominium,1,99 yrs from 14/06/2010,2014,Private,768861,27,76,North Region,Yishun
GRANDEUR 8,"1,305,000","1,259.39","1,036",14 Oct 2020,12 ANG MO KIO CENTRAL 3 #03-17,Resale,Strata,117,"11,154",-,Condominium,1,99 yrs from 16/07/2002,2005,HDB,567746,20,56,North East Region,Ang Mo Kio
BEDOK RESIDENCES,"790,000",538.2,"1,468",14 Oct 2020,30 BEDOK NORTH DRIVE #05-51,Resale,Strata,50,"15,800",-,Apartment,1,99 yrs from 21/11/2011,2015,HDB,465501,16,46,East Region,Bedok
N.A.,"4,600,000","5,694.16",808,14 Oct 2020,1 BEDOK RISE,Resale,Land,529,"8,696",-,Semi-Detached House,1,Freehold,-,Private,469574,16,46,East Region,Bedok
BRADDELL VIEW,"1,203,000","1,614.6",745,14 Oct 2020,10B BRADDELL HILL #11-07,Resale,Strata,150,"8,020",-,Apartment,1,102 yrs from 01/02/1978,1978,Private,579721,20,57,Central Region,Toa Payoh
PARKVIEW APARTMENTS,"740,000",979.52,755,14 Oct 2020,1 BUKIT BATOK STREET 25 #11-11,Resale,Strata,91,"8,132",-,Apartment,1,99 yrs from 01/05/1994,1998,HDB,658882,23,65,West Region,Bukit Batok
THE LAURELS,"3,500,000","1,313.21","2,665",14 Oct 2020,38 CAIRNHILL ROAD #08-08,Resale,Strata,122,"28,689",-,Condominium,1,Freehold,2013,Private,229658,09,22,Central Region,Newton
THE RAINFOREST,"1,290,000","1,410.08",915,14 Oct 2020,341 CHOA CHU KANG AVENUE 3 #21-23,Resale,Strata,131,"9,847",-,Executive Condominium,1,99 yrs from 28/06/2011,2015,Private,689874,23,68,West Region,Choa Chu Kang
NOVENA COURT,"1,160,000",861.12,"1,347",14 Oct 2020,6A JALAN NOVENA BARAT,Resale,Strata,80,"14,500",-,Apartment,1,Freehold,-,Private,308605,11,30,Central Region,Novena
PARC OASIS,"1,230,000","1,388.56",886,14 Oct 2020,37 JURONG EAST AVENUE 1 #08-04,Resale,Strata,129,"9,535",-,Condominium,1,99 yrs from 01/12/1991,1994,Private,609775,22,60,West Region,Jurong East
CARIBBEAN AT KEPPEL BAY,"2,500,000","1,636.13","1,528",14 Oct 2020,40 KEPPEL BAY DRIVE #02-99,Resale,Strata,152,"16,447",-,Condominium,1,99 yrs from 16/08/1999,2004,Private,098655,04,09,Central Region,Bukit Merah
THE LAKEFRONT RESIDENCES,"1,450,000","1,216.33","1,192",14 Oct 2020,42 LAKESIDE DRIVE #07-06,Resale,Strata,113,"12,832",-,Condominium,1,99 yrs from 03/08/2010,2014,Private,648322,22,64,West Region,Jurong West
THE SUNNIDORA,"1,050,000",871.88,"1,204",14 Oct 2020,46 LORONG G TELOK KURAU #05-01,Resale,Strata,81,"12,963",-,Apartment,1,Freehold,2006,Private,426223,15,42,East Region,Bedok
THE LUCENT,"1,980,000","1,560.78","1,269",14 Oct 2020,101 LORONG N TELOK KURAU #03-06,Resale,Strata,145,"13,655",-,Apartment,1,Freehold,2011,Private,425253,15,42,East Region,Bedok
AVILA TERRACE,"2,800,000","2,701.76","1,036",14 Oct 2020,62 MARIAM WAY,Resale,Land,251,"11,155",-,Terrace House,1,Freehold,1996,Private,508634,17,50,East Region,Pasir Ris
MARINA ONE RESIDENCES,"1,776,555",775.01,"2,292",14 Oct 2020,23 MARINA WAY #31-30,Resale,Strata,72,"24,674",-,Apartment,1,99 yrs from 01/07/2011,2017,Private,018979,01,01,Central Region,Downtown Core
NEPTUNE COURT,"1,100,000","1,270.15",866,14 Oct 2020,7 MARINE VISTA #17-15,Resale,Strata,118,"9,322",-,Apartment,1,99 yrs from 01/09/1976,1975,Private,449031,15,44,East Region,Bedok
SKIES MILTONIA,"550,000",484.38,"1,135",14 Oct 2020,31 MILTONIA CLOSE #05-24,Resale,Strata,45,"12,222",-,Condominium,1,99 yrs from 20/02/2012,2016,HDB,768063,27,76,North Region,Yishun
BARTLEY RIDGE,"1,390,000",968.76,"1,435",14 Oct 2020,34 MOUNT VERNON ROAD #07-14,Resale,Strata,90,"15,444",-,Condominium,1,99 yrs from 16/04/2012,2016,Private,368057,13,36,Central Region,Toa Payoh
L'VIV,"1,950,000",990.29,"1,969",14 Oct 2020,23 NEWTON ROAD #22-03,Resale,Strata,92,"21,196",-,Apartment,1,Freehold,2013,Private,307955,11,30,Central Region,Novena
THE COAST AT SENTOSA COVE,"3,000,000","2,023.63","1,482",14 Oct 2020,278 OCEAN DRIVE #07-12,Resale,Strata,188,"15,957",-,Condominium,1,99 yrs from 11/04/2006,2009,Private,098450,04,09,Central Region,Southern Islands
HILLSTA,"601,000",527.44,"1,139",14 Oct 2020,68 PHOENIX ROAD #17-08,Resale,Strata,49,"12,265",-,Condominium,1,99 yrs from 03/10/2011,2016,Private,668202,23,66,West Region,Bukit Batok
PINE GROVE,"1,720,000","1,754.53",980,14 Oct 2020,1D PINE GROVE #17-15,Resale,Strata,163,"10,552",-,Condominium,1,99 yrs from 01/11/1984,-,HDB,593001,21,59,Central Region,Bukit Timah
TWIN WATERFALLS,"1,130,000","1,119.46","1,009",14 Oct 2020,114 PUNGGOL WALK #05-32,Resale,Strata,104,"10,865",-,Executive Condominium,1,99 yrs from 05/10/2011,2015,HDB,828767,19,82,North East Region,Punggol
SUNRISE GARDENS,"1,100,888","1,442.38",763,14 Oct 2020,53 SUNRISE AVENUE #01-02,Resale,Strata,134,"8,216",-,Condominium,1,99 yrs from 24/06/1995,1998,HDB,806746,28,80,North East Region,Ang Mo Kio
EIGHT RIVERSUITES,"1,218,000",839.59,"1,451",14 Oct 2020,10 WHAMPOA EAST #22-27,Resale,Strata,78,"15,615",-,Condominium,1,99 yrs from 11/07/2011,2016,Private,338521,12,33,Central Region,Kallang
NORTHVALE,"685,000",721.19,950,14 Oct 2020,65 CHOA CHU KANG LOOP #06-04,Resale,Strata,67,"10,224",-,Apartment,1,99 yrs from 01/03/1995,1998,Private,689670,23,68,West Region,Choa Chu Kang
N.A.,"2,800,000","4,133.38",677,14 Oct 2020,40 CHUAN DRIVE,Resale,Land,384,"7,292",-,Semi-Detached House,1,99 yrs from 26/05/1997,2003,HDB,554788,19,55,North East Region,Serangoon
CENTRAL GREEN CONDOMINIUM,"1,750,000","1,291.68","1,355",14 Oct 2020,9 JALAN MEMBINA #15-04,Resale,Strata,120,"14,583",-,Condominium,1,99 yrs from 01/07/1992,1995,HDB,169483,03,16,Central Region,Bukit Merah
1 KING ALBERT PARK,"1,430,000",936.47,"1,527",14 Oct 2020,1 KING ALBERT PARK #04-09,Resale,Strata,87,"16,437",-,Condominium,1,Freehold,1997,HDB,598326,21,59,Central Region,Bukit Timah
PARBURY HILL CONDOMINIUM,"1,050,000",839.59,"1,251",14 Oct 2020,38 PARBURY AVENUE #03-02,Resale,Strata,78,"13,462",-,Condominium,1,Freehold,1997,Private,467304,16,46,East Region,Bedok
PAVILION PARK,"2,688,000","1,614.6","1,665",14 Oct 2020,9 PAVILION VIEW,Resale,Land,150,"17,920",-,Terrace House,1,Freehold,2010,Private,658423,23,65,West Region,Bukit Batok
CHILTERN PARK,"1,245,000","1,270.15",980,14 Oct 2020,131 SERANGOON AVENUE 3 #03-09,Resale,Strata,118,"10,551",-,Condominium,1,99 yrs from 01/03/1991,1995,Private,556112,19,55,North East Region,Serangoon
SIMS URBAN OASIS,"1,560,000","1,033.34","1,510",14 Oct 2020,18 SIMS DRIVE #04-62,Resale,Strata,96,"16,250",-,Condominium,1,99 yrs from 29/07/2014,2017,HDB,387394,14,38,Central Region,Geylang
THOMSON GRAND,"1,800,000","1,367.03","1,317",14 Oct 2020,27 SIN MING WALK #07-17,Resale,Strata,127,"14,173",-,Condominium,1,99 yrs from 08/02/2010,2015,HDB,573918,20,57,Central Region,Bishan
PARKVIEW APARTMENTS,"750,000","1,087.16",690,14 Oct 2020,3 BUKIT BATOK STREET 25 #02-12,Resale,Strata,101,"7,426",-,Apartment,1,99 yrs from 01/05/1994,1998,Private,658881,23,65,West Region,Bukit Batok
IMPERIAL HEIGHTS,"800,000",581.26,"1,376",14 Oct 2020,16 IPOH LANE #08-01,Resale,Strata,54,"14,815",-,Apartment,1,Freehold,2009,Private,438620,15,43,Central Region,Geylang
CARIBBEAN AT KEPPEL BAY,"2,560,000","1,689.95","1,515",14 Oct 2020,10 KEPPEL BAY DRIVE #08-12,Resale,Strata,157,"16,306",-,Condominium,1,99 yrs from 16/08/1999,2004,Private,098640,04,09,Central Region,Bukit Merah
KOVAN ESQUIRE,"1,090,000","1,001.05","1,089",14 Oct 2020,47 KOVAN ROAD #03-04,Resale,Strata,93,"11,720",-,Apartment,1,Freehold,1998,Private,548132,19,54,North East Region,Hougang
TRELLIS TOWERS,"1,088,000",710.42,"1,531",14 Oct 2020,700 LORONG 1 TOA PAYOH #15-04,Resale,Strata,66,"16,485",-,Condominium,1,Freehold,2000,Private,319773,12,31,Central Region,Toa Payoh
ST THOMAS SUITES,"3,830,000","2,012.87","1,903",14 Oct 2020,31 ST. THOMAS WALK #18-02,Resale,Strata,187,"20,481",-,Condominium,1,Freehold,2010,Private,238141,09,23,Central Region,River Valley
GALLERY 8,"1,600,000","1,270.15","1,260",14 Oct 2020,10 PULASAN ROAD #04-06,Resale,Strata,118,"13,559",-,Apartment,1,Freehold,2004,HDB,424378,15,42,Central Region,Marine Parade
DEVONSHIRE RESIDENCES,"1,108,800",495.14,"2,239",14 Oct 2020,55 DEVONSHIRE ROAD #09-02,Resale,Strata,46,"24,104",-,Apartment,1,Freehold,2015,Private,239855,09,23,Central Region,River Valley
ADRIA,"925,000",538.2,"1,719",14 Oct 2020,12 DERBYSHIRE ROAD #14-04,Resale,Strata,50,"18,500",-,Apartment,1,Freehold,2013,Private,309466,11,30,Central Region,Novena
WATERFRONT ISLE,"695,000",592.02,"1,174",14 Oct 2020,738 BEDOK RESERVOIR ROAD #07-38,Resale,Strata,55,"12,636",-,Condominium,1,99 yrs from 26/11/2009,2015,Private,479265,16,47,East Region,Bedok
WOODLANDS PARK,"2,450,000","2,670.55",917,14 Oct 2020,93 JALAN BUMBONG,Resale,Land,248.1,"9,875",-,Semi-Detached House,1,Freehold,1995,Private,739908,25,73,North Region,Sungei Kadut
PRIVE,"806,000",828.83,972,14 Oct 2020,37 PUNGGOL FIELD #02-36,Resale,Strata,77,"10,468",-,Executive Condominium,1,99 yrs from 14/09/2010,2013,Private,828809,19,82,North East Region,Punggol
