Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
LEEDON GREEN,"2,270,300",818.06,"2,775",11 Feb 2020,38 LEEDON HEIGHTS #03-52,New Sale,Strata,76,"29,872",-,Condominium,1,Freehold,Uncompleted,Private,266078,10,26,Central Region,Bukit Timah
JUPITER 18,"720,000",581.26,"1,239",11 Feb 2020,18 LORONG 102 CHANGI #02-10,Resale,Strata,54,"13,333",-,Apartment,1,Freehold,2014,Private,426608,15,42,Central Region,Geylang
THE SANTORINI,"620,000",527.44,"1,175",11 Feb 2020,21 TAMPINES STREET 86 #06-10,Resale,Strata,49,"12,653",-,Condominium,1,99 yrs from 16/10/2013,2017,HDB,528592,18,52,East Region,Tampines
THE ENCLAVE . HOLLAND,"2,840,000","1,356.26","2,094",11 Feb 2020,131 HOLLAND ROAD #05-03,New Sale,Strata,126,"22,540",-,Apartment,1,Freehold,2019,Private,278569,10,27,Central Region,Bukit Timah
PHILLIPS RESIDENCE,"2,080,000","4,079.56",510,11 Feb 2020,22A PHILLIPS AVENUE,Resale,Strata,379,"5,488",-,Semi-Detached House,1,999 yrs from 01/01/1886,2008,HDB,544979,19,54,North East Region,Hougang
CYAN,"3,718,888","1,657.66","2,243",11 Feb 2020,6 KENG CHIN ROAD #20-01,Resale,Strata,154,"24,149",-,Condominium,1,Freehold,2014,Private,258709,10,25,Central Region,Tanglin
CARABELLE,"1,865,000","1,399.32","1,333",11 Feb 2020,59 WEST COAST WAY #02-14,Resale,Strata,130,"14,346",-,Condominium,1,956 yrs from 27/05/1928,2009,HDB,127019,05,12,West Region,Clementi
AMARYLLIS VILLE,"2,650,000","1,689.95","1,568",11 Feb 2020,20 NEWTON ROAD #29-06,Resale,Strata,157,"16,879",-,Condominium,1,99 yrs from 24/10/1997,2004,Private,307953,11,30,Central Region,Novena
AALTO,"2,930,000","1,528.49","1,917",11 Feb 2020,191 MEYER ROAD #14-03,Resale,Strata,142,"20,634",-,Condominium,1,Freehold,2010,Private,437980,15,43,Central Region,Marine Parade
HILLINGTON GREEN,"1,208,000",990.29,"1,220",11 Feb 2020,45 HILLVIEW AVENUE #04-03,Resale,Strata,92,"13,130",-,Condominium,1,999 yrs from 19/05/1883,2002,HDB,669613,23,66,West Region,Bukit Batok
HAI SING PARK,"3,500,000","4,062.33",862,11 Feb 2020,15 HAI SING CRESCENT,Resale,Land,377.4,"9,274",-,Semi-Detached House,1,999 yrs from 01/09/1876,-,N.A,538952,19,53,North East Region,Hougang
TAI HWAN GARDEN,"2,800,000","1,904.15","1,470",11 Feb 2020,5 TAI HWAN CLOSE,Resale,Land,176.9,"15,828",-,Terrace House,1,Freehold,1979,Private,555641,19,55,North East Region,Serangoon
EIGHT RIVERSUITES,"1,320,000","1,044.11","1,264",11 Feb 2020,8 WHAMPOA EAST #01-22,Resale,Strata,97,"13,608",-,Condominium,1,99 yrs from 11/07/2011,2016,HDB,338520,12,33,Central Region,Kallang
D'NEST,"636,000",484.38,"1,313",11 Feb 2020,129 PASIR RIS GROVE #10-10,Resale,Strata,45,"14,133",-,Condominium,1,99 yrs from 20/10/2010,2017,Private,518179,18,51,East Region,Pasir Ris
PATERSON SUITES,"5,570,000","2,217.38","2,512",11 Feb 2020,57 PATERSON ROAD #17-05,Resale,Strata,206,"27,039",-,Condominium,1,Freehold,2010,Private,238551,09,23,Central Region,River Valley
THE TAMPINES TRILLIANT,"1,350,000","1,302.44","1,037",11 Feb 2020,19 TAMPINES CENTRAL 7 #09-18,Resale,Strata,121,"11,157",-,Executive Condominium,1,99 yrs from 13/07/2011,2015,Private,528773,18,52,East Region,Tampines
MARINA ONE RESIDENCES,"3,112,560","1,162.51","2,677",11 Feb 2020,23 MARINA WAY #20-27,Resale,Strata,108,"28,820",-,Apartment,1,99 yrs from 01/07/2011,2017,N.A,018979,01,01,Central Region,Downtown Core
LIVIA,"820,000",914.94,896,11 Feb 2020,71 PASIR RIS GROVE #11-18,Resale,Strata,85,"9,647",-,Condominium,1,99 yrs from 07/01/2008,2011,Private,518205,18,51,East Region,Pasir Ris
YEW MEI GREEN,"950,000","1,431.61",664,11 Feb 2020,56 CHOA CHU KANG NORTH 6 #02-28,Resale,Strata,133,"7,143",-,Executive Condominium,1,99 yrs from 01/12/1997,2000,HDB,689577,23,68,West Region,Choa Chu Kang
MELOSA,"645,000",505.91,"1,275",11 Feb 2020,28 LORONG 28 GEYLANG #07-02,Resale,Strata,47,"13,723",-,Apartment,1,Freehold,2013,HDB,398432,14,39,Central Region,Geylang
BOTANNIA,"1,610,000","1,302.44","1,236",11 Feb 2020,33A WEST COAST PARK #07-42,Resale,Strata,121,"13,306",-,Condominium,1,956 yrs from 27/05/1928,2009,HDB,127727,05,12,West Region,Clementi
MARINA ONE RESIDENCES,"1,783,277",775.01,"2,301",11 Feb 2020,23 MARINA WAY #27-20,Resale,Strata,72,"24,768",-,Apartment,1,99 yrs from 01/07/2011,2017,HDB,018979,01,01,Central Region,Downtown Core
HILLVIEW RESIDENCE,"1,265,000","1,259.39","1,004",11 Feb 2020,138 HILLVIEW AVENUE #09-05,Resale,Strata,117,"10,812",-,Condominium,1,999 yrs from 12/10/1885,2002,Private,669599,23,66,West Region,Bukit Batok
PARC KOMO,"1,169,000",764.24,"1,530",11 Feb 2020,961 UPPER CHANGI ROAD NORTH #05-69,New Sale,Strata,71,"16,465",-,Apartment,1,Freehold,Uncompleted,HDB,507663,17,50,East Region,Pasir Ris
CHARISMA VIEW,"1,235,000","1,065.64","1,159",11 Feb 2020,167 JALAN JURONG KECHIL #06-01,Resale,Strata,99,"12,475",-,Apartment,1,Freehold,2002,HDB,598671,21,59,Central Region,Bukit Timah
MACPHERSON GARDEN ESTATE,"1,368,000",882.65,"1,550",11 Feb 2020,65 JALAN MULIA,Resale,Land,82,"16,683",-,Terrace House,1,Freehold,-,HDB,368656,13,36,Central Region,Toa Payoh
SYMPHONY SUITES,"1,020,000",893.41,"1,142",11 Feb 2020,3 YISHUN CLOSE #08-07,Resale,Strata,83,"12,289",-,Condominium,1,99 yrs from 10/06/2014,2018,HDB,768005,27,76,North Region,Yishun
N.A.,"4,549,000","5,083.84",895,11 Feb 2020,6 MARLENE AVENUE,Resale,Land,472.3,"9,632",-,Semi-Detached House,1,Freehold,1977,Private,556612,19,55,North East Region,Serangoon
28 IMPERIAL RESIDENCES,"630,000",441.32,"1,428",11 Feb 2020,28 LORONG 26 GEYLANG #04-05,Resale,Strata,41,"15,366",-,Apartment,1,Freehold,2015,HDB,398495,14,39,Central Region,Geylang
MIDTOWN BAY,"1,260,000",409.03,"3,080",11 Feb 2020,122 BEACH ROAD #07-02,New Sale,Strata,38,"33,158","1,224,000",Apartment,1,99 yrs from 02/01/2018,Uncompleted,N.A,189770,07,18,Central Region,Downtown Core
MARINA ONE RESIDENCES,"3,712,520","1,582.31","2,346",11 Feb 2020,23 MARINA WAY #13-36,Resale,Strata,147,"25,255",-,Apartment,1,99 yrs from 01/07/2011,2017,HDB,018979,01,01,Central Region,Downtown Core
GRAMERCY PARK,"7,725,000","2,701.76","2,859",11 Feb 2020,57 GRANGE ROAD #05-01,Resale,Strata,251,"30,777",-,Condominium,1,Freehold,2016,N.A,249569,10,24,Central Region,Tanglin
KERRISDALE,"1,500,000","1,270.15","1,181",12 Feb 2020,32 STURDEE ROAD #28-10,Resale,Strata,118,"12,712",-,Condominium,1,99 yrs from 02/04/1998,2005,Private,207853,08,20,Central Region,Kallang
SERANGOON GARDEN ESTATE,"3,596,000","2,161.41","1,664",12 Feb 2020,40 HYTHE ROAD,Resale,Land,200.8,"17,908",-,Semi-Detached House,1,999 yrs from 01/01/1955,-,Private,557521,19,55,North East Region,Serangoon
D'LEEDON,"1,620,000","1,054.87","1,536",12 Feb 2020,9 LEEDON HEIGHTS #15-25,Resale,Strata,98,"16,531",-,Condominium,1,99 yrs from 08/04/2010,2014,Private,267954,10,26,Central Region,Bukit Timah
MARTIN MODERN,"2,017,000",764.24,"2,639",12 Feb 2020,8 MARTIN PLACE #17-06,New Sale,Strata,71,"28,408",-,Condominium,1,99 yrs from 28/09/2016,Uncompleted,N.A,237992,09,23,Central Region,River Valley
JEWEL @ BUANGKOK,"1,010,000",731.95,"1,380",12 Feb 2020,87 COMPASSVALE BOW #16-24,Resale,Strata,68,"14,853",-,Condominium,1,99 yrs from 12/09/2012,2016,Private,544686,19,54,North East Region,Sengkang
MARTIN MODERN,"2,020,000",764.24,"2,643",12 Feb 2020,8 MARTIN PLACE #19-06,New Sale,Strata,71,"28,451",-,Condominium,1,99 yrs from 28/09/2016,Uncompleted,N.A,237992,09,23,Central Region,River Valley
HORIZON TOWERS,"3,580,000","2,583.36","1,386",12 Feb 2020,29 LEONIE HILL #18-02,Resale,Strata,240,"14,917",-,Condominium,1,99 yrs from 17/08/1979,-,Private,239228,09,23,Central Region,River Valley
N.A.,"6,100,000","4,162.44","1,465",12 Feb 2020,61 LASIA AVENUE,Resale,Land,386.7,"15,775",-,Semi-Detached House,1,Freehold,1975,Private,277867,10,27,Central Region,Bukit Timah
SHEBA LODGE,"1,200,000","1,270.15",945,12 Feb 2020,28 CARPMAEL ROAD #03-02,Resale,Strata,118,"10,169",-,Apartment,1,Freehold,1998,HDB,429777,15,42,Central Region,Geylang
EASTVALE,"800,000","1,291.68",619,12 Feb 2020,33 PASIR RIS DRIVE 3 #05-02,Resale,Strata,120,"6,667",-,Executive Condominium,1,99 yrs from 26/06/1996,1999,HDB,519492,18,51,East Region,Pasir Ris
THE JOVELL,"830,000",635.08,"1,307",12 Feb 2020,13 FLORA DRIVE #07-13,New Sale,Strata,59,"14,068",-,Condominium,1,99 yrs from 08/03/2018,Uncompleted,N.A,506853,17,50,East Region,Pasir Ris
SEMBAWANG SPRINGS ESTATE,"2,399,000","3,281.94",731,12 Feb 2020,45 JALAN SALANG,Resale,Land,304.9,"7,868",-,Semi-Detached House,1,999 yrs from 26/03/1885,-,Private,769527,27,76,North Region,Sembawang
TREASURE AT TAMPINES,"685,112",462.85,"1,480",12 Feb 2020,25 TAMPINES LANE #10-82,New Sale,Strata,43,"15,933",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,Private,528473,18,52,East Region,Tampines
THE LIGHT @ CAIRNHILL,"4,000,000","2,012.87","1,987",12 Feb 2020,19 CAIRNHILL CIRCLE #06-06,Resale,Strata,187,"21,390",-,Condominium,1,Freehold,2004,Private,229768,09,22,Central Region,Newton
THE MILTONIA RESIDENCES,"800,000",861.12,929,12 Feb 2020,528 MILTONIA CLOSE #04-24,Resale,Strata,80,"10,000",-,Condominium,1,99 yrs from 30/11/2010,2014,HDB,768108,27,76,North Region,Yishun
TREASURE AT TAMPINES,"1,619,112","1,237.86","1,308",12 Feb 2020,41 TAMPINES LANE #03-138,New Sale,Strata,115,"14,079",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528465,18,52,East Region,Tampines
THE ESTUARY,"618,000",602.78,"1,025",12 Feb 2020,87 YISHUN AVENUE 1 #06-06,Resale,Strata,56,"11,036",-,Condominium,1,99 yrs from 25/06/2008,2013,HDB,769133,27,76,North Region,Yishun
FORESQUE RESIDENCES,"1,680,000","1,668.42","1,007",12 Feb 2020,103 PETIR ROAD #01-07,Resale,Strata,155,"10,839",-,Condominium,1,99 yrs from 10/01/2011,2014,Private,678273,23,67,West Region,Bukit Panjang
THE ESTUARY,"1,436,688","1,528.49",940,12 Feb 2020,93 YISHUN AVENUE 1 #04-22,Resale,Strata,142,"10,118",-,Condominium,1,99 yrs from 25/06/2008,2013,HDB,769136,27,76,North Region,Yishun
THE FLORENCE RESIDENCES,"998,000",667.37,"1,495",12 Feb 2020,83 HOUGANG AVENUE 2 #05-14,New Sale,Strata,62,"16,097",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,HDB,538860,19,53,North East Region,Hougang
PARC ESTA,"1,582,000",958,"1,651",12 Feb 2020,916 SIMS AVENUE #13-73,New Sale,Strata,89,"17,775",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,Private,408974,14,40,Central Region,Geylang
THE ANSLEY,"1,680,000","1,302.44","1,290",12 Feb 2020,33 MANDALAY ROAD #10-04,Resale,Strata,121,"13,884",-,Condominium,1,Freehold,2004,HDB,308214,11,30,Central Region,Novena
AMBER PARK,"1,662,400",678.13,"2,451",12 Feb 2020,18 AMBER GARDENS #17-18,New Sale,Strata,63,"26,387",-,Condominium,1,Freehold,Uncompleted,Private,439980,15,43,Central Region,Marine Parade
JADESCAPE,"1,260,000",764.24,"1,649",12 Feb 2020,16 SHUNFU ROAD #01-54,New Sale,Strata,71,"17,746",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,Private,575749,20,57,Central Region,Bishan
JADESCAPE,"969,000",527.44,"1,837",12 Feb 2020,16 SHUNFU ROAD #21-57,New Sale,Strata,49,"19,776",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,Private,575749,20,57,Central Region,Bishan
1 CANBERRA,"950,000","1,011.82",939,12 Feb 2020,9 CANBERRA DRIVE #10-19,Resale,Strata,94,"10,106",-,Executive Condominium,1,99 yrs from 30/01/2012,2015,HDB,768070,27,76,North Region,Yishun
PINEVALE,"950,000","1,291.68",735,12 Feb 2020,6 TAMPINES STREET 73 #13-01,Resale,Strata,120,"7,917",-,Executive Condominium,1,99 yrs from 31/01/1997,1999,HDB,528825,18,52,East Region,Tampines
AVILA GARDENS,"1,050,000","1,323.97",793,12 Feb 2020,17 FLORA ROAD #01-03,Resale,Strata,123,"8,537",-,Condominium,1,Freehold,1995,HDB,509735,17,50,East Region,Pasir Ris
EASTVILLE APARTMENTS,"1,300,000","1,001.05","1,299",12 Feb 2020,43P JOO CHIAT LANE,Resale,Strata,93,"13,978",-,Apartment,1,Freehold,1966,Private,428103,15,42,Central Region,Geylang
THE ESSENCE,"1,368,180","1,044.11","1,310",12 Feb 2020,1 CHONG KUO ROAD #02-18,New Sale,Strata,97,"14,105",-,Apartment,1,99 yrs from 04/05/2018,Uncompleted,Private,779830,26,77,North Region,Yishun
JARDIN,"2,870,000","1,883.7","1,524",12 Feb 2020,966 DUNEARN ROAD #01-18,Resale,Strata,175,"16,400",-,Condominium,1,Freehold,2012,Private,589488,21,58,Central Region,Bukit Timah
THE FLORAVALE,"840,000","1,399.32",600,12 Feb 2020,238 WESTWOOD AVENUE #02-42,Resale,Strata,130,"6,462",-,Executive Condominium,1,99 yrs from 16/12/1997,2000,HDB,648363,22,64,West Region,Jurong West
MARINA ONE RESIDENCES,"1,648,835",753.48,"2,188",12 Feb 2020,23 MARINA WAY #13-20,Resale,Strata,70,"23,555",-,Apartment,1,99 yrs from 01/07/2011,2017,Private,018979,01,01,Central Region,Downtown Core
ONE SHENTON,"2,000,000","1,227.1","1,630",12 Feb 2020,1 SHENTON WAY #29-12,Resale,Strata,114,"17,544",-,Apartment,1,99 yrs from 14/10/2005,2011,Private,068803,01,06,Central Region,Downtown Core
N.A.,"3,770,000","3,703.89","1,018",12 Feb 2020,21C JALAN RAYA,Resale,Land,344.1,"10,956",-,Semi-Detached House,1,Freehold,1977,Private,368569,13,36,Central Region,Geylang
JERVOIS TREASURES,"2,870,196","1,130.22","2,540",12 Feb 2020,31 JERVOIS ROAD #04-03,New Sale,Strata,105,"27,335","2,750,000",Apartment,1,Freehold,Uncompleted,N.A,249080,10,24,Central Region,Tanglin
STARVILLE,"1,150,000","1,216.33",945,13 Feb 2020,66 LENGKONG TIGA #02-14,Resale,Strata,113,"10,177",-,Condominium,1,Freehold,2006,Private,417471,14,41,East Region,Bedok
THE INTERLACE,"2,170,000","1,614.6","1,344",13 Feb 2020,182 DEPOT ROAD #11-05,Resale,Strata,150,"14,467",-,Condominium,1,99 yrs from 11/02/2009,2013,Private,109685,04,10,Central Region,Bukit Merah
LE QUEST,"1,282,000",936.47,"1,369",13 Feb 2020,2 BUKIT BATOK STREET 41 #09-08,New Sale,Strata,87,"14,736",-,Apartment,1,99 yrs from 29/08/2016,Uncompleted,HDB,657990,23,65,West Region,Bukit Batok
KANDIS RESIDENCE,"1,067,200",807.3,"1,322",13 Feb 2020,2 KANDIS LINK #06-02,New Sale,Strata,75,"14,229",-,Condominium,1,99 yrs from 11/07/2016,Uncompleted,HDB,756967,27,75,North Region,Sembawang
N.A.,"4,550,000","4,575.78",994,13 Feb 2020,55 LORONG GAMBIR,Resale,Land,425.1,"10,703",-,Semi-Detached House,1,Freehold,1978,Private,536611,19,53,North East Region,Serangoon
THE TAPESTRY,"696,180",441.32,"1,577",13 Feb 2020,61 TAMPINES STREET 86 #14-43,New Sale,Strata,41,"16,980",-,Condominium,1,99 yrs from 31/07/2017,Uncompleted,HDB,528510,18,52,East Region,Tampines
HILLVIEW PARK,"938,000",775.01,"1,210",13 Feb 2020,19A HILLVIEW AVENUE #09-01,Resale,Strata,72,"13,028",-,Condominium,1,Freehold,1995,Private,669554,23,66,West Region,Bukit Batok
THE ROCHESTER RESIDENCES,"2,450,000","1,862.17","1,316",13 Feb 2020,33 ROCHESTER DRIVE #12-03,Resale,Strata,173,"14,162",-,Apartment,1,99 yrs from 02/02/2005,2011,HDB,138638,05,13,Central Region,Queenstown
GRAMERCY PARK,"8,880,300","2,691","3,300",13 Feb 2020,57 GRANGE ROAD #12-09,Resale,Strata,250,"35,521",-,Condominium,1,Freehold,2016,Private,249569,10,24,Central Region,Tanglin
SANTA FE MANSIONS,"1,480,000","1,076.4","1,375",13 Feb 2020,2A MARGATE ROAD #09-02,Resale,Strata,100,"14,800",-,Apartment,1,Freehold,1997,HDB,438073,15,43,Central Region,Marine Parade
RIVERGATE,"4,042,000","1,743.77","2,318",13 Feb 2020,97 ROBERTSON QUAY #35-09,Resale,Strata,162,"24,951",-,Apartment,1,Freehold,2009,HDB,238257,09,23,Central Region,Singapore River
76 SHENTON,"1,660,000",979.52,"1,695",13 Feb 2020,76 SHENTON WAY #13-02,Resale,Strata,91,"18,242",-,Apartment,1,99 yrs from 12/04/2007,2014,Private,079119,02,07,Central Region,Downtown Core
ADAM PARK CONDOMINIUM,"1,450,000","1,119.46","1,295",13 Feb 2020,27A ADAM ROAD #01-17,Resale,Strata,104,"13,942",-,Condominium,1,Freehold,2004,Private,289900,11,28,Central Region,Bukit Timah
LEEDON GREEN,"2,930,500","1,044.11","2,807",13 Feb 2020,26 LEEDON HEIGHTS #09-07,New Sale,Strata,97,"30,211",-,Condominium,1,Freehold,Uncompleted,Private,266221,10,26,Central Region,Bukit Timah
WOODSVALE,"777,000","1,227.1",633,13 Feb 2020,9 WOODLANDS DRIVE 72 #07-25,Resale,Strata,114,"6,816",-,Executive Condominium,1,99 yrs from 22/09/1997,2000,HDB,738093,25,73,North Region,Woodlands
PARC BOTANNIA,"1,366,120",968.76,"1,410",13 Feb 2020,16 FERNVALE STREET #17-24,New Sale,Strata,90,"15,179",-,Condominium,1,99 yrs from 28/12/2016,Uncompleted,HDB,797393,28,79,North East Region,Sengkang
HILLTOPS,"5,430,000","1,733","3,133",13 Feb 2020,101 CAIRNHILL CIRCLE #08-11,Resale,Strata,161,"33,727",-,Condominium,1,Freehold,2011,Private,229809,09,22,Central Region,Newton
D'LEEDON,"1,050,000",645.84,"1,626",13 Feb 2020,13 LEEDON HEIGHTS #03-41,Resale,Strata,60,"17,500",-,Condominium,1,99 yrs from 08/04/2010,2014,N.A,266224,10,26,Central Region,Bukit Timah
SUNGLADE,"1,420,000","1,237.86","1,147",13 Feb 2020,5 SERANGOON AVENUE 2 #04-11,Resale,Strata,115,"12,348",-,Condominium,1,99 yrs from 09/10/2000,2003,N.A,556132,19,55,North East Region,Serangoon
THE JOVELL,"884,000",721.19,"1,226",13 Feb 2020,23 FLORA DRIVE #01-44,New Sale,Strata,67,"13,194",-,Condominium,1,99 yrs from 08/03/2018,Uncompleted,HDB,506762,17,50,East Region,Pasir Ris
CASA AL MARE,"1,110,000",731.95,"1,516",13 Feb 2020,75 JALAN LOYANG BESAR #02-10,New Sale,Strata,68,"16,324",-,Apartment,1,Freehold,Uncompleted,HDB,506930,17,50,East Region,Pasir Ris
THE CANOPY,"873,000","1,022.58",854,13 Feb 2020,71 YISHUN AVENUE 11 #07-01,Resale,Strata,95,"9,189",-,Executive Condominium,1,99 yrs from 14/06/2010,2014,HDB,768858,27,76,North Region,Yishun
THE TEMBUSU,"1,350,000",753.48,"1,792",13 Feb 2020,107D TAMPINES ROAD #10-15,Resale,Strata,70,"19,286",-,Condominium,1,Freehold,2016,HDB,534006,19,53,North East Region,Hougang
THE OCTET,"500,000",430.56,"1,161",13 Feb 2020,23 LORONG 24 GEYLANG #07-06,Resale,Strata,40,"12,500",-,Apartment,1,Freehold,2016,HDB,398628,14,39,Central Region,Geylang
GRAMERCY PARK,"7,283,100","2,206.62","3,301",13 Feb 2020,57 GRANGE ROAD #12-08,Resale,Strata,205,"35,527",-,Condominium,1,Freehold,2016,Private,249569,10,24,Central Region,Tanglin
CRADELS,"1,190,000",785.77,"1,514",13 Feb 2020,10 LORONG LIMAU #20-04,Resale,Strata,73,"16,301",-,Apartment,1,Freehold,2015,HDB,328754,12,32,Central Region,Novena
LAKEHOLMZ,"1,130,000","1,237.86",913,13 Feb 2020,90 CORPORATION ROAD #12-21,Resale,Strata,115,"9,826",-,Condominium,1,99 yrs from 29/10/2001,2005,HDB,649824,22,64,West Region,Jurong West
VETRO,"710,000",613.55,"1,157",13 Feb 2020,22A MAR THOMA ROAD #04-02,Resale,Strata,57,"12,456",-,Apartment,1,999 yrs from 02/06/1882,2010,HDB,328703,12,32,Central Region,Kallang
THE BAYSHORE,"940,000","1,001.05",939,13 Feb 2020,26 BAYSHORE ROAD #20-03,Resale,Strata,93,"10,108",-,Condominium,1,99 yrs from 31/05/1993,1996,Private,469972,16,46,East Region,Bedok
LIVIA,"810,000",914.94,885,13 Feb 2020,71 PASIR RIS GROVE #05-17,Resale,Strata,85,"9,529",-,Condominium,1,99 yrs from 07/01/2008,2011,HDB,518205,18,51,East Region,Pasir Ris
JEWEL @ BUANGKOK,"945,000",731.95,"1,291",13 Feb 2020,87 COMPASSVALE BOW #03-24,Resale,Strata,68,"13,897",-,Condominium,1,99 yrs from 12/09/2012,2016,HDB,544686,19,54,North East Region,Sengkang
PARC ESTA,"1,201,000",742.72,"1,617",13 Feb 2020,902 SIMS AVENUE #03-10,New Sale,Strata,69,"17,406",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,HDB,408967,14,40,Central Region,Geylang
VILLA VERDE,"1,618,000","2,022.56",800,13 Feb 2020,214 VERDE VIEW,Resale,Land,187.9,"8,611",-,Terrace House,1,99 yrs from 22/03/1997,2000,Private,688764,23,68,West Region,Choa Chu Kang
PARC BOTANNIA,"1,319,080",979.52,"1,347",13 Feb 2020,18 FERNVALE STREET #17-33,New Sale,Strata,91,"14,495",-,Condominium,1,99 yrs from 28/12/2016,Uncompleted,HDB,797394,28,79,North East Region,Sengkang
THE GARDEN RESIDENCES,"1,003,500",613.55,"1,636",13 Feb 2020,7 SERANGOON NORTH VIEW #09-33,New Sale,Strata,57,"17,605",-,Apartment,1,99 yrs from 30/10/2017,Uncompleted,N.A,554346,19,55,North East Region,Serangoon
THE NAUTICAL,"1,080,000","1,119.46",965,13 Feb 2020,97 JALAN SENDUDOK #03-62,Resale,Strata,104,"10,385",-,Condominium,1,99 yrs from 29/08/2011,2015,Private,769474,27,76,North Region,Sembawang
THE WOODLEIGH RESIDENCES,"1,200,000",667.37,"1,798",13 Feb 2020,19 BIDADARI PARK DRIVE #07-14,New Sale,Strata,62,"19,355",-,Apartment,1,99 yrs from 18/09/2017,Uncompleted,Private,367794,13,36,Central Region,Toa Payoh
ELIAS GREEN,"1,020,000","1,517.72",672,13 Feb 2020,15 ELIAS GREEN #06-06,Resale,Strata,141,"7,234",-,Condominium,1,99 yrs from 23/07/1991,1994,Private,519966,18,51,East Region,Pasir Ris
FERRARIA PARK CONDOMINIUM,"1,150,000","1,216.33",945,13 Feb 2020,22 FLORA DRIVE #07-40,Resale,Strata,113,"10,177",-,Condominium,1,Freehold,2009,Private,506948,17,50,East Region,Pasir Ris
THE REGENCY AT TIONG BAHRU,"1,580,000",925.7,"1,707",13 Feb 2020,36 CHAY YAN STREET #15-01,Resale,Strata,86,"18,372",-,Condominium,1,Freehold,2010,N.A,169905,03,16,Central Region,Bukit Merah
COCO PALMS,"880,000",742.72,"1,185",13 Feb 2020,17 PASIR RIS GROVE #02-23,Resale,Strata,69,"12,754",-,Condominium,1,99 yrs from 07/01/2008,2018,HDB,518143,18,51,East Region,Pasir Ris
PARC ESTA,"1,736,000","1,033.34","1,680",13 Feb 2020,902 SIMS AVENUE #15-12,New Sale,Strata,96,"18,083",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,N.A,408967,14,40,Central Region,Geylang
BARTLEY RIDGE,"1,100,000",731.95,"1,503",13 Feb 2020,34 MOUNT VERNON ROAD #10-18,Resale,Strata,68,"16,176",-,Condominium,1,99 yrs from 16/04/2012,2016,HDB,368057,13,36,Central Region,Toa Payoh
BOTANIQUE AT BARTLEY,"1,058,000",721.19,"1,467",13 Feb 2020,235 UPPER PAYA LEBAR ROAD #06-40,Sub Sale,Strata,67,"15,791",-,Condominium,1,99 yrs from 14/04/2014,2019,HDB,533868,19,53,North East Region,Serangoon
WATERVIEW,"1,260,000","1,184.04","1,064",13 Feb 2020,87 TAMPINES AVENUE 1 #14-30,Resale,Strata,110,"11,455",-,Condominium,1,99 yrs from 16/06/2010,2014,HDB,528688,18,52,East Region,Tampines
CASAFINA,"1,255,000","1,377.79",911,13 Feb 2020,213 BEDOK SOUTH AVENUE 1 #01-22,Resale,Strata,128,"9,805",-,Condominium,1,99 yrs from 12/06/1996,1999,Private,469337,16,46,East Region,Bedok
PARC CENTROS,"1,220,000","1,140.98","1,069",14 Feb 2020,86 PUNGGOL CENTRAL #02-14,Resale,Strata,106,"11,509",-,Condominium,1,99 yrs from 19/03/2012,2016,Private,828720,19,82,North East Region,Punggol
THE TAPESTRY,"875,610",602.78,"1,453",14 Feb 2020,59 TAMPINES STREET 86 #11-37,New Sale,Strata,56,"15,636",-,Condominium,1,99 yrs from 31/07/2017,Uncompleted,HDB,528509,18,52,East Region,Tampines
SUNGLADE,"1,150,000","1,022.58","1,125",14 Feb 2020,11 SERANGOON AVENUE 2 #08-32,Resale,Strata,95,"12,105",-,Condominium,1,99 yrs from 09/10/2000,2003,Private,556135,19,55,North East Region,Serangoon
PARC BOTANNIA,"1,084,860",785.77,"1,381",14 Feb 2020,12 FERNVALE STREET #18-11,New Sale,Strata,73,"14,861",-,Condominium,1,99 yrs from 28/12/2016,Uncompleted,HDB,797391,28,79,North East Region,Sengkang
THE TRE VER,"1,820,000","1,108.69","1,642",14 Feb 2020,64 POTONG PASIR AVENUE 1 #19-18,New Sale,Strata,103,"17,670",-,Condominium,1,99 yrs from 27/03/2018,Uncompleted,HDB,358393,13,35,Central Region,Toa Payoh
VALLEY MANSION,"1,800,000","1,140.98","1,578",14 Feb 2020,68D OXLEY ROAD,Resale,Strata,106,"16,981",-,Apartment,1,Freehold,-,Private,238653,09,23,Central Region,River Valley
QUEENS PEAK,"1,877,000","1,001.05","1,875",14 Feb 2020,1 DUNDEE ROAD #42-08,New Sale,Strata,93,"20,183",-,Condominium,1,99 yrs from 28/09/2015,Uncompleted,Private,149456,03,14,Central Region,Queenstown
